Path,Instrument (in full),mel_spectrum,audio,pseudo
Strings/Contrabass/ordinario/Cb-ord-A2-mf-4c-N.wav,Contrabass,"[[[[0.27571827]
   [0.26070008]
   [0.2103599 ]
   ...
   [0.3304565 ]
   [0.35056305]
   [0.3130702 ]]

  [[0.1340982 ]
   [0.23187228]
   [0.25532627]
   ...
   [0.20462608]
   [0.11189012]
   [0.08348107]]

  [[0.21045795]
   [0.22271952]
   [0.17004228]
   ...
   [0.2215107 ]
   [0.14584346]
   [0.23551813]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 5.4109842e-07  1.4173333e-04  2.6238873e-04 ... -5.8676369e-07
 -1.4963041e-05 -7.0749365e-08]",5
Strings/Contrabass/ordinario/Cb-ord-A#2-mf-1c-N.wav,Contrabass,"[[[[0.21790895]
   [0.2666731 ]
   [0.33117685]
   ...
   [0.39109224]
   [0.22213483]
   [0.29198223]]

  [[0.2440525 ]
   [0.29965004]
   [0.32094717]
   ...
   [0.24521074]
   [0.2777013 ]
   [0.18643656]]

  [[0.22985682]
   [0.23396806]
   [0.25849897]
   ...
   [0.28479967]
   [0.24308424]
   [0.19426584]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 5.08106314e-06 -3.78766563e-05 -9.27981455e-05 ... -2.90401249e-06
  1.04998035e-05 -1.28617130e-05]",5
Strings/Contrabass/ordinario/Cb-ord-A#2-mf-2c-T13u.wav,Contrabass,"[[[[0.21997304]
   [0.23464246]
   [0.16857085]
   ...
   [0.36559817]
   [0.3515777 ]
   [0.35923833]]

  [[0.11854067]
   [0.1832786 ]
   [0.22619835]
   ...
   [0.16389719]
   [0.12743564]
   [0.0660861 ]]

  [[0.2917078 ]
   [0.2083147 ]
   [0.15824084]
   ...
   [0.25862202]
   [0.25206715]
   [0.24038443]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.6807579e-05 -1.9529834e-05 -8.8753179e-05 ... -1.0375281e-05
 -5.8111232e-06  1.2034814e-05]",5
Strings/Contrabass/ordinario/Cb-ord-A#2-mf-3c-N.wav,Contrabass,"[[[[0.25170794]
   [0.21057586]
   [0.        ]
   ...
   [0.36416274]
   [0.38331547]
   [0.38669515]]

  [[0.21543522]
   [0.21498056]
   [0.03851385]
   ...
   [0.1712162 ]
   [0.21630736]
   [0.09918146]]

  [[0.18777362]
   [0.23811683]
   [0.2896406 ]
   ...
   [0.21669158]
   [0.23705702]
   [0.16705456]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.3429672e-06 -8.4564090e-06 -9.8589808e-06 ...  1.4733485e-05
  2.0560612e-06 -8.7573244e-06]",5
Strings/Contrabass/ordinario/Cb-ord-A#2-mf-4c-N.wav,Contrabass,"[[[[0.3874475 ]
   [0.34190807]
   [0.12674351]
   ...
   [0.28818935]
   [0.39208388]
   [0.38923043]]

  [[0.38629788]
   [0.34187597]
   [0.08634023]
   ...
   [0.32975063]
   [0.31241474]
   [0.18117742]]

  [[0.32809687]
   [0.3408223 ]
   [0.2851345 ]
   ...
   [0.2606887 ]
   [0.08668365]
   [0.27609405]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 3.5017729e-07 -5.7276338e-07 -1.7697923e-05 ...  5.1786924e-07
 -4.7065032e-07  4.1222438e-07]",5
Strings/Contrabass/ordinario/Cb-ord-B2-mf-1c-N.wav,Contrabass,"[[[[0.32041413]
   [0.32146844]
   [0.3173542 ]
   ...
   [0.34447724]
   [0.3275364 ]
   [0.35706455]]

  [[0.34369302]
   [0.29694423]
   [0.25086278]
   ...
   [0.30572566]
   [0.26997066]
   [0.2494506 ]]

  [[0.3410944 ]
   [0.28978595]
   [0.33792838]
   ...
   [0.18839535]
   [0.31625357]
   [0.2315013 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.00898485]
   [0.01244535]
   [0.01726093]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-4.0809391e-06  4.2391242e-05  7.3073199e-05 ... -1.6325430e-09
  2.1711480e-07 -3.3268952e-07]",6
Strings/Contrabass/ordinario/Cb-ord-B2-mf-2c-N.wav,Contrabass,"[[[[0.23611064]
   [0.30583662]
   [0.3322866 ]
   ...
   [0.27517062]
   [0.40423378]
   [0.36503118]]

  [[0.23276849]
   [0.2401535 ]
   [0.11390138]
   ...
   [0.31373757]
   [0.30354452]
   [0.29793462]]

  [[0.3455724 ]
   [0.25078624]
   [0.18144412]
   ...
   [0.28009742]
   [0.18177085]
   [0.3321514 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.05604687]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-3.0612573e-06 -1.0883436e-05  1.0599382e-05 ... -5.5030500e-07
  5.4417461e-07  1.4796360e-05]",6
Strings/Contrabass/ordinario/Cb-ord-B2-mf-3c-T10u.wav,Contrabass,"[[[[0.40308648]
   [0.3273515 ]
   [0.2262783 ]
   ...
   [0.34044862]
   [0.36481327]
   [0.22611232]]

  [[0.35654205]
   [0.29163656]
   [0.2953238 ]
   ...
   [0.25959325]
   [0.29001278]
   [0.305147  ]]

  [[0.33522472]
   [0.21293378]
   [0.28332353]
   ...
   [0.3221805 ]
   [0.31472263]
   [0.28042698]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-6.2985346e-06 -1.8053455e-05 -5.1400159e-05 ... -8.4945270e-08
  3.2893786e-07 -5.2056203e-07]",5
Strings/Contrabass/ordinario/Cb-ord-B2-mf-4c-N.wav,Contrabass,"[[[[0.33498853]
   [0.35314503]
   [0.26651078]
   ...
   [0.3146296 ]
   [0.37729654]
   [0.3431438 ]]

  [[0.2860588 ]
   [0.27461872]
   [0.34546408]
   ...
   [0.36250347]
   [0.29924306]
   [0.15727358]]

  [[0.18215236]
   [0.25460178]
   [0.31579375]
   ...
   [0.36523318]
   [0.26823586]
   [0.24249148]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.0869931e-05 -2.3964792e-05  2.9457733e-06 ... -4.7612239e-06
  5.0556100e-06 -1.0938109e-05]",5
Strings/Contrabass/ordinario/Cb-ord-C3-mf-1c-N.wav,Contrabass,"[[[[0.40868583]
   [0.39860773]
   [0.38480106]
   ...
   [0.45177203]
   [0.4761371 ]
   [0.4140145 ]]

  [[0.4116918 ]
   [0.250084  ]
   [0.4080316 ]
   ...
   [0.46352035]
   [0.4977858 ]
   [0.42695743]]

  [[0.48237324]
   [0.41206247]
   [0.30640155]
   ...
   [0.33380097]
   [0.4761514 ]
   [0.4581484 ]]

  ...

  [[0.        ]
   [0.06329823]
   [0.10444479]
   ...
   [0.12228279]
   [0.08677206]
   [0.13477954]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.00271254]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.62192155e-05 -7.50562176e-05 -1.85418292e-04 ...  5.43045826e-06
 -1.29658365e-05 -1.54283022e-08]",6
Strings/Contrabass/ordinario/Cb-ord-C3-mf-2c-T12u.wav,Contrabass,"[[[[0.3124178 ]
   [0.34737372]
   [0.43764186]
   ...
   [0.37130618]
   [0.30946827]
   [0.3543322 ]]

  [[0.3360257 ]
   [0.34121504]
   [0.34967548]
   ...
   [0.3625354 ]
   [0.39436284]
   [0.38515034]]

  [[0.41072983]
   [0.25310034]
   [0.40556502]
   ...
   [0.35742694]
   [0.4025131 ]
   [0.26196623]]

  ...

  [[0.        ]
   [0.02709255]
   [0.0621952 ]
   ...
   [0.03230514]
   [0.05116348]
   [0.02665043]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.9478612e-05 -6.8636611e-05  4.6635978e-05 ... -5.0097874e-06
 -5.5725777e-06  2.6273672e-05]",6
Strings/Contrabass/ordinario/Cb-ord-C3-mf-3c-N.wav,Contrabass,"[[[[0.41351834]
   [0.3913304 ]
   [0.29976863]
   ...
   [0.14420143]
   [0.4061285 ]
   [0.42013413]]

  [[0.35443535]
   [0.3160653 ]
   [0.27202684]
   ...
   [0.30822015]
   [0.30867237]
   [0.34422487]]

  [[0.27053413]
   [0.30087623]
   [0.22994527]
   ...
   [0.33627623]
   [0.26067916]
   [0.27928138]]

  ...

  [[0.        ]
   [0.05955744]
   [0.03322716]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.9245781e-06 -2.0289328e-05 -4.3043401e-05 ... -2.3607081e-05
  1.4884192e-06 -1.7639707e-08]",6
Strings/Contrabass/ordinario/Cb-ord-C3-mf-4c-N.wav,Contrabass,"[[[[0.36985102]
   [0.3003959 ]
   [0.22962546]
   ...
   [0.26383933]
   [0.2573912 ]
   [0.36186656]]

  [[0.36518288]
   [0.32881576]
   [0.31858975]
   ...
   [0.33167323]
   [0.17625566]
   [0.2940549 ]]

  [[0.3622616 ]
   [0.43515557]
   [0.33782682]
   ...
   [0.28800184]
   [0.2978939 ]
   [0.29421273]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.7194619e-06 -9.4007701e-06 -9.4482675e-06 ...  1.2116561e-07
 -1.4706332e-06  8.0234622e-06]",6
Strings/Contrabass/ordinario/Cb-ord-C#3-mf-1c-T11u.wav,Contrabass,"[[[[0.37413254]
   [0.37343788]
   [0.37263393]
   ...
   [0.37814307]
   [0.36039144]
   [0.41176838]]

  [[0.3911609 ]
   [0.28655106]
   [0.34719974]
   ...
   [0.3381378 ]
   [0.36415887]
   [0.3712232 ]]

  [[0.4269515 ]
   [0.33163399]
   [0.26235747]
   ...
   [0.32183403]
   [0.37317878]
   [0.375292  ]]

  ...

  [[0.        ]
   [0.        ]
   [0.03851194]
   ...
   [0.04326677]
   [0.06195259]
   [0.09803505]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-2.6332214e-05 -4.7248788e-05 -9.4863586e-05 ... -1.6997899e-05
  1.2008340e-06 -8.1549859e-07]",6
Strings/Contrabass/ordinario/Cb-ord-C#3-mf-2c-T17u.wav,Contrabass,"[[[[0.37561703]
   [0.42154235]
   [0.43266875]
   ...
   [0.37062636]
   [0.403654  ]
   [0.30563527]]

  [[0.23621884]
   [0.3539831 ]
   [0.3946534 ]
   ...
   [0.39375058]
   [0.4273983 ]
   [0.3868235 ]]

  [[0.34771508]
   [0.31963378]
   [0.3052036 ]
   ...
   [0.39295787]
   [0.36051288]
   [0.35263973]]

  ...

  [[0.        ]
   [0.03798246]
   [0.02828646]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.8149149e-07 -2.0027626e-05 -1.0748720e-04 ...  6.4977453e-06
 -6.3475636e-07  1.5052133e-05]",6
Strings/Contrabass/ordinario/Cb-ord-C#3-mf-3c-N.wav,Contrabass,"[[[[0.38827974]
   [0.36081162]
   [0.27103168]
   ...
   [0.14688253]
   [0.3260123 ]
   [0.31187907]]

  [[0.37609592]
   [0.34266144]
   [0.14518443]
   ...
   [0.30932054]
   [0.29533   ]
   [0.2492413 ]]

  [[0.23413062]
   [0.31794262]
   [0.1536148 ]
   ...
   [0.35878676]
   [0.29084697]
   [0.2687559 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-8.0335885e-06 -3.3847988e-05 -1.1993293e-04 ... -2.4222727e-05
  2.3718885e-06 -9.7253587e-07]",5
Strings/Contrabass/ordinario/Cb-ord-C#3-mf-4c-N.wav,Contrabass,"[[[[0.4159519 ]
   [0.37339506]
   [0.30547374]
   ...
   [0.36668652]
   [0.21910095]
   [0.30030155]]

  [[0.43999046]
   [0.4443665 ]
   [0.3167858 ]
   ...
   [0.3583656 ]
   [0.00957909]
   [0.32837987]]

  [[0.44202423]
   [0.49750042]
   [0.44531077]
   ...
   [0.43252254]
   [0.35306415]
   [0.30446035]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 5.1436946e-06 -4.5318156e-06 -1.6324222e-05 ... -2.4548444e-07
 -2.8088542e-05  5.1344114e-06]",5
Strings/Contrabass/ordinario/Cb-ord-D3-mf-1c-N.wav,Contrabass,"[[[[0.31138736]
   [0.10873251]
   [0.29439783]
   ...
   [0.32888857]
   [0.19673634]
   [0.3140305 ]]

  [[0.34034008]
   [0.2939333 ]
   [0.32480606]
   ...
   [0.38948184]
   [0.27962726]
   [0.32724062]]

  [[0.3639311 ]
   [0.28484195]
   [0.30173606]
   ...
   [0.40191707]
   [0.36348867]
   [0.332518  ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.04996204]
   [0.06152744]
   [0.05017948]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-2.0419247e-07  5.1445910e-05  9.1033871e-05 ...  7.3908623e-06
 -1.6137572e-05 -3.6845660e-07]",6
Strings/Contrabass/ordinario/Cb-ord-D3-mf-2c-N.wav,Contrabass,"[[[[0.36644235]
   [0.19805178]
   [0.1128551 ]
   ...
   [0.3276494 ]
   [0.34478274]
   [0.35591573]]

  [[0.34088498]
   [0.3096401 ]
   [0.33668432]
   ...
   [0.24765396]
   [0.19310455]
   [0.30765837]]

  [[0.37811145]
   [0.4063602 ]
   [0.45698938]
   ...
   [0.18081741]
   [0.2007206 ]
   [0.28082022]]

  ...

  [[0.04895172]
   [0.10618534]
   [0.11544371]
   ...
   [0.03567238]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.96229666e-05 -1.99032947e-05 -1.21205114e-04 ... -8.37406105e-07
  7.90208287e-06  1.10398232e-05]",5
Strings/Contrabass/ordinario/Cb-ord-D3-mf-3c-N.wav,Contrabass,"[[[[0.27170786]
   [0.38734207]
   [0.3853038 ]
   ...
   [0.37461653]
   [0.2763391 ]
   [0.37789494]]

  [[0.24110965]
   [0.36265296]
   [0.3997852 ]
   ...
   [0.35224885]
   [0.34574574]
   [0.33683047]]

  [[0.27257505]
   [0.3694891 ]
   [0.28485528]
   ...
   [0.3551112 ]
   [0.23134485]
   [0.23432365]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 4.8615038e-06  1.6097445e-05 -1.6219914e-05 ... -9.1896873e-06
  2.9549637e-06 -1.8407782e-06]",6
Strings/Contrabass/ordinario/Cb-ord-D3-mf-4c-T19u.wav,Contrabass,"[[[[0.33796948]
   [0.40126482]
   [0.3767291 ]
   ...
   [0.41187948]
   [0.4775278 ]
   [0.4423778 ]]

  [[0.2352108 ]
   [0.41897687]
   [0.43652683]
   ...
   [0.41451424]
   [0.44633064]
   [0.42016768]]

  [[0.3788578 ]
   [0.43444318]
   [0.45072454]
   ...
   [0.41749033]
   [0.3902153 ]
   [0.32255363]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.2734206e-05 -5.3234398e-06 -2.5990419e-05 ... -2.8906052e-06
  9.5916384e-06  9.6398981e-06]",5
Strings/Contrabass/ordinario/Cb-ord-D#3-mf-1c-N.wav,Contrabass,"[[[[0.48938823]
   [0.42675915]
   [0.254018  ]
   ...
   [0.2916944 ]
   [0.38800472]
   [0.35381192]]

  [[0.50124836]
   [0.44754037]
   [0.21122083]
   ...
   [0.36268646]
   [0.39883956]
   [0.40518656]]

  [[0.5139464 ]
   [0.44372   ]
   [0.30073833]
   ...
   [0.37604016]
   [0.32267755]
   [0.47685814]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.2282573e-05  2.3390225e-05  6.9731614e-05 ... -2.8686804e-06
  9.5258674e-06  9.7803922e-06]",6
Strings/Contrabass/ordinario/Cb-ord-D#3-mf-2c-N.wav,Contrabass,"[[[[0.41356182]
   [0.36942187]
   [0.40359396]
   ...
   [0.3438527 ]
   [0.2375578 ]
   [0.358679  ]]

  [[0.38620633]
   [0.2876779 ]
   [0.3788344 ]
   ...
   [0.4037319 ]
   [0.41564703]
   [0.36105037]]

  [[0.4328901 ]
   [0.33104143]
   [0.30375856]
   ...
   [0.35740262]
   [0.44213462]
   [0.45928374]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.9811636e-06 -9.0850517e-06 -2.9614661e-05 ... -6.5624517e-06
  1.2320871e-05  2.6768678e-06]",5
Strings/Contrabass/ordinario/Cb-ord-D#3-mf-3c-T24d.wav,Contrabass,"[[[[0.4113694 ]
   [0.3982052 ]
   [0.34178105]
   ...
   [0.32612062]
   [0.39308912]
   [0.14478835]]

  [[0.3693317 ]
   [0.35471487]
   [0.25923032]
   ...
   [0.36116543]
   [0.43423438]
   [0.43004313]]

  [[0.3863516 ]
   [0.41569066]
   [0.20545205]
   ...
   [0.4045307 ]
   [0.40442044]
   [0.4477292 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-4.0524174e-07  1.8606661e-06 -1.2773788e-05 ... -9.9870704e-06
  3.6188549e-06 -2.3927269e-06]",6
Strings/Contrabass/ordinario/Cb-ord-D#3-mf-4c-T11u.wav,Contrabass,"[[[[0.4324417 ]
   [0.43184772]
   [0.35353106]
   ...
   [0.3443749 ]
   [0.4318214 ]
   [0.1716539 ]]

  [[0.36727923]
   [0.4302999 ]
   [0.39144057]
   ...
   [0.41080388]
   [0.40905476]
   [0.38248435]]

  [[0.15554781]
   [0.33257404]
   [0.4243849 ]
   ...
   [0.41090256]
   [0.26032382]
   [0.3483984 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.8192921e-05 -2.7589500e-05 -6.0290564e-05 ...  1.9613452e-07
 -1.9842416e-07  1.9860751e-07]",6
Strings/Contrabass/ordinario/Cb-ord-E3-mf-1c-N.wav,Contrabass,"[[[[0.4177739 ]
   [0.44798583]
   [0.39383513]
   ...
   [0.09956264]
   [0.0919797 ]
   [0.16361761]]

  [[0.44570667]
   [0.46982962]
   [0.3897243 ]
   ...
   [0.3158266 ]
   [0.26171952]
   [0.13355684]]

  [[0.44227463]
   [0.39898816]
   [0.4443439 ]
   ...
   [0.33076343]
   [0.32775325]
   [0.0722352 ]]

  ...

  [[0.00246601]
   [0.07610083]
   [0.13824406]
   ...
   [0.02358675]
   [0.02081299]
   [0.03080664]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.3487955e-06 -6.8164896e-05  3.3597462e-06 ...  9.7938437e-07
  1.4394561e-05  7.7157574e-07]",6
Strings/Contrabass/ordinario/Cb-ord-E3-mf-2c-N.wav,Contrabass,"[[[[0.41574806]
   [0.3995183 ]
   [0.41540828]
   ...
   [0.38336667]
   [0.32798475]
   [0.31336793]]

  [[0.38004082]
   [0.29411125]
   [0.39322758]
   ...
   [0.42173657]
   [0.35858154]
   [0.3808125 ]]

  [[0.3268036 ]
   [0.37755236]
   [0.42438307]
   ...
   [0.433632  ]
   [0.3619143 ]
   [0.47039205]]

  ...

  [[0.        ]
   [0.        ]
   [0.0024169 ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-3.3257529e-06 -2.2375025e-05 -2.2523571e-05 ... -1.0988015e-05
 -2.6098998e-05 -2.3766279e-05]",6
Strings/Contrabass/ordinario/Cb-ord-E3-mf-3c-T14d.wav,Contrabass,"[[[[0.43525547]
   [0.39631358]
   [0.3833182 ]
   ...
   [0.24759555]
   [0.37686127]
   [0.4044168 ]]

  [[0.42954674]
   [0.31220645]
   [0.3671983 ]
   ...
   [0.3387099 ]
   [0.30609733]
   [0.265943  ]]

  [[0.44463927]
   [0.4365918 ]
   [0.40038115]
   ...
   [0.20418768]
   [0.33182025]
   [0.18981095]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[8.3167106e-07 3.5217963e-06 4.2346888e-05 ... 1.3988776e-05 2.6397493e-07
 6.1034598e-08]",5
Strings/Contrabass/ordinario/Cb-ord-F3-mf-1c-N.wav,Contrabass,"[[[[0.47107506]
   [0.40591478]
   [0.30558556]
   ...
   [0.3170933 ]
   [0.3753082 ]
   [0.43072787]]

  [[0.42609993]
   [0.3692655 ]
   [0.10279055]
   ...
   [0.28722572]
   [0.3670005 ]
   [0.4634983 ]]

  [[0.44144124]
   [0.30913106]
   [0.4040832 ]
   ...
   [0.29095978]
   [0.25633764]
   [0.47271234]]

  ...

  [[0.        ]
   [0.04095726]
   [0.08728161]
   ...
   [0.10166292]
   [0.10259867]
   [0.11869154]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 7.0863171e-06 -2.8726674e-05 -2.4887384e-05 ...  2.9470029e-06
 -1.4706815e-05  6.1686151e-06]",5
